date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:40:12	22527/22527	---M--	200	added ('OK')	text/html	date:Mon,%2028%20Feb%202022%2021:36:38%20GMT	https://html.designingmedia.com/dezvu/price-plan.html	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/price-plan.html	(from https://html.designingmedia.com/dezvu/)
13:40:12	16146/16146	---M--	200	added ('OK')	text/html	date:Mon,%2028%20Feb%202022%2021:35:50%20GMT	https://html.designingmedia.com/dezvu/contact.html	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/contact.html	(from https://html.designingmedia.com/dezvu/)
13:40:13	144877/144877	---M--	200	added ('OK')	text/css	date:Tue,%2002%20Nov%202021%2001:09:24%20GMT	https://html.designingmedia.com/dezvu/assets/bootstarp/bootstrap.min.css	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/bootstarp/bootstrap.min.css	(from https://html.designingmedia.com/dezvu/)
13:40:13	17159/17159	---M--	200	added ('OK')	text/html	date:Mon,%2028%20Feb%202022%2022:10:52%20GMT	https://html.designingmedia.com/dezvu/blog.html	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/blog.html	(from https://html.designingmedia.com/dezvu/)
13:40:13	27634/27634	---M--	200	added ('OK')	text/html	date:Mon,%2028%20Feb%202022%2021:35:58%20GMT	https://html.designingmedia.com/dezvu/four-column.html	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/four-column.html	(from https://html.designingmedia.com/dezvu/)
13:40:13	24618/24618	---M--	200	added ('OK')	text/html	date:Mon,%2028%20Feb%202022%2021:36:06%20GMT	https://html.designingmedia.com/dezvu/infinite-scroll.html	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/infinite-scroll.html	(from https://html.designingmedia.com/dezvu/)
13:40:14	24931/24931	---M--	200	added ('OK')	text/html	date:Mon,%2028%20Feb%202022%2021:36:14%20GMT	https://html.designingmedia.com/dezvu/load-more.html	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/load-more.html	(from https://html.designingmedia.com/dezvu/)
13:40:14	23611/23611	---M--	200	added ('OK')	text/html	date:Mon,%2028%20Feb%202022%2021:36:22%20GMT	https://html.designingmedia.com/dezvu/one-column.html	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/one-column.html	(from https://html.designingmedia.com/dezvu/)
13:40:14	32559/32559	---M--	200	added ('OK')	text/html	date:Mon,%2028%20Feb%202022%2021:37:02%20GMT	https://html.designingmedia.com/dezvu/six-colum-full-wide.html	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/six-colum-full-wide.html	(from https://html.designingmedia.com/dezvu/)
13:40:14	23604/23604	---M--	200	added ('OK')	text/html	date:Mon,%2028%20Feb%202022%2021:37:24%20GMT	https://html.designingmedia.com/dezvu/three-column.html	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/three-column.html	(from https://html.designingmedia.com/dezvu/)
13:40:15	39378/39378	---M--	200	added ('OK')	text/html	date:Mon,%2028%20Feb%202022%2021:37:18%20GMT	https://html.designingmedia.com/dezvu/three-colum-sidbar.html	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/three-colum-sidbar.html	(from https://html.designingmedia.com/dezvu/)
13:40:16	24092/24092	---M--	200	added ('OK')	text/html	date:Mon,%2028%20Feb%202022%2021:37:32%20GMT	https://html.designingmedia.com/dezvu/two-column.html	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/two-column.html	(from https://html.designingmedia.com/dezvu/)
13:40:18	3676/3676	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Feb%202022%2021:18:30%20GMT	https://html.designingmedia.com/dezvu/assets/image/sloution-box-right-img.png	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/sloution-box-right-img.png	(from https://html.designingmedia.com/dezvu/)
13:40:18	3836/3836	---M--	200	added ('OK')	image/png	date:Mon,%2021%20Feb%202022%2014:24:36%20GMT	https://html.designingmedia.com/dezvu/assets/image/service-icon1.png	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/service-icon1.png	(from https://html.designingmedia.com/dezvu/)
13:40:19	4221/4221	---M--	200	added ('OK')	image/png	date:Mon,%2021%20Feb%202022%2014:24:44%20GMT	https://html.designingmedia.com/dezvu/assets/image/service-icon2.png	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/service-icon2.png	(from https://html.designingmedia.com/dezvu/)
13:40:19	4017/4017	---M--	200	added ('OK')	image/png	date:Mon,%2021%20Feb%202022%2014:24:54%20GMT	https://html.designingmedia.com/dezvu/assets/image/service-icon3.png	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/service-icon3.png	(from https://html.designingmedia.com/dezvu/)
13:40:19	2581/2581	---M--	200	added ('OK')	image/png	date:Mon,%2021%20Feb%202022%2016:44:48%20GMT	https://html.designingmedia.com/dezvu/assets/image/like-icon.png	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/like-icon.png	(from https://html.designingmedia.com/dezvu/)
13:40:19	8799/8799	---M--	200	added ('OK')	image/png	date:Mon,%2021%20Feb%202022%2016:49:40%20GMT	https://html.designingmedia.com/dezvu/assets/image/designer-img.png	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/designer-img.png	(from https://html.designingmedia.com/dezvu/)
13:40:21	2936/2936	---M--	200	added ('OK')	image/png	date:Mon,%2021%20Feb%202022%2016:46:02%20GMT	https://html.designingmedia.com/dezvu/assets/image/commetns-img.png	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/commetns-img.png	(from https://html.designingmedia.com/dezvu/)
13:40:21	252298/252298	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Feb%202022%2020:58:16%20GMT	https://html.designingmedia.com/dezvu/assets/image/sloution-box-lft-img.png	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/sloution-box-lft-img.png	(from https://html.designingmedia.com/dezvu/)
13:40:21	4017/4017	---M--	200	added ('OK')	image/png	date:Mon,%2021%20Feb%202022%2019:38:24%20GMT	https://html.designingmedia.com/dezvu/assets/image/help-right-icon.png	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/help-right-icon.png	(from https://html.designingmedia.com/dezvu/)
13:40:21	5247/5247	---M--	200	added ('OK')	image/png	date:Mon,%2021%20Feb%202022%2019:58:46%20GMT	https://html.designingmedia.com/dezvu/assets/image/zeplin-icon.png	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/zeplin-icon.png	(from https://html.designingmedia.com/dezvu/)
13:40:21	3447/3447	---M--	200	added ('OK')	image/png	date:Mon,%2021%20Feb%202022%2019:59:12%20GMT	https://html.designingmedia.com/dezvu/assets/image/dropbox-icon.png	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/dropbox-icon.png	(from https://html.designingmedia.com/dezvu/)
13:40:22	3622/3622	---M--	200	added ('OK')	image/png	date:Mon,%2021%20Feb%202022%2019:59:28%20GMT	https://html.designingmedia.com/dezvu/assets/image/shopify-icon.png	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/shopify-icon.png	(from https://html.designingmedia.com/dezvu/)
13:40:22	2775/2775	---M--	200	added ('OK')	image/png	date:Mon,%2021%20Feb%202022%2019:59:40%20GMT	https://html.designingmedia.com/dezvu/assets/image/slack--icon.png	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/slack--icon.png	(from https://html.designingmedia.com/dezvu/)
13:40:22	4249/4249	---M--	200	added ('OK')	image/png	date:Mon,%2021%20Feb%202022%2019:59:52%20GMT	https://html.designingmedia.com/dezvu/assets/image/woocommerce-icon.png	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/woocommerce-icon.png	(from https://html.designingmedia.com/dezvu/)
13:40:24	490873/490873	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Feb%202022%2015:13:30%20GMT	https://html.designingmedia.com/dezvu/assets/image/banner-right-img.png	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/banner-right-img.png	(from https://html.designingmedia.com/dezvu/)
13:40:25	333963/333963	---M--	200	added ('OK')	image/png	date:Mon,%2021%20Feb%202022%2015:39:24%20GMT	https://html.designingmedia.com/dezvu/assets/image/help-left-img.png	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/help-left-img.png	(from https://html.designingmedia.com/dezvu/)
13:40:25	139525/139525	---M--	200	added ('OK')	image/png	date:Mon,%2021%20Feb%202022%2021:09:32%20GMT	https://html.designingmedia.com/dezvu/assets/image/work-portfolio-img1.png	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/work-portfolio-img1.png	(from https://html.designingmedia.com/dezvu/)
13:40:27	196797/196797	---M--	200	added ('OK')	image/png	date:Mon,%2021%20Feb%202022%2021:09:40%20GMT	https://html.designingmedia.com/dezvu/assets/image/work-portfolio-img2.png	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/work-portfolio-img2.png	(from https://html.designingmedia.com/dezvu/)
13:40:27	3351/3351	---M--	200	added ('OK')	image/png	date:Mon,%2021%20Feb%202022%2021:43:54%20GMT	https://html.designingmedia.com/dezvu/assets/image/quote-icon.png	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/quote-icon.png	(from https://html.designingmedia.com/dezvu/)
13:40:27	235956/235956	---M--	200	added ('OK')	image/png	date:Mon,%2021%20Feb%202022%2021:09:58%20GMT	https://html.designingmedia.com/dezvu/assets/image/work-portfolio-img4.png	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/work-portfolio-img4.png	(from https://html.designingmedia.com/dezvu/)
13:40:28	124402/124402	---M--	200	added ('OK')	image/png	date:Mon,%2021%20Feb%202022%2021:30:24%20GMT	https://html.designingmedia.com/dezvu/assets/image/tastimonials-img.png	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/tastimonials-img.png	(from https://html.designingmedia.com/dezvu/)
13:40:28	16405/16405	---M--	200	added ('OK')	text/javascript	date:Tue,%2016%20Nov%202021%2023:40:34%20GMT	https://html.designingmedia.com/dezvu/assets/js/wow.js	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/js/wow.js	(from https://html.designingmedia.com/dezvu/)
13:40:28	89501/89501	---M--	200	added ('OK')	text/javascript	date:Wed,%2005%20Jan%202022%2021:05:26%20GMT	https://html.designingmedia.com/dezvu/assets/js/jquery-3.6.0.min.js	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/js/jquery-3.6.0.min.js	(from https://html.designingmedia.com/dezvu/)
13:40:28	19188/19188	---M--	200	added ('OK')	text/javascript	date:Tue,%2002%20Nov%202021%2001:09:38%20GMT	https://html.designingmedia.com/dezvu/assets/js/popper.min.js	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/js/popper.min.js	(from https://html.designingmedia.com/dezvu/)
13:40:28	283442/283442	---M--	200	added ('OK')	image/png	date:Mon,%2021%20Feb%202022%2021:09:50%20GMT	https://html.designingmedia.com/dezvu/assets/image/work-portfolio-img3.png	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/work-portfolio-img3.png	(from https://html.designingmedia.com/dezvu/)
13:40:29	1131/1131	---M--	200	added ('OK')	text/javascript	date:Thu,%2016%20Dec%202021%2022:42:14%20GMT	https://html.designingmedia.com/dezvu/assets/js/custom-script.js	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/js/custom-script.js	(from https://html.designingmedia.com/dezvu/)
13:40:29	48944/48944	---M--	200	added ('OK')	text/javascript	date:Tue,%2002%20Nov%202021%2001:09:42%20GMT	https://html.designingmedia.com/dezvu/assets/js/bootstrap.min.js	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/js/bootstrap.min.js	(from https://html.designingmedia.com/dezvu/)
13:40:29	8381/8381	---M--	200	added ('OK')	image/png	date:Tue,%2022%20Feb%202022%2014:48:34%20GMT	https://html.designingmedia.com/dezvu/assets/image/dotted-img.png	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/dotted-img.png	(from https://html.designingmedia.com/dezvu/assets/css/super-classes.css)
13:40:30	34375/34375	---M--	200	added ('OK')	image/png	date:Mon,%2021%20Feb%202022%2013:55:26%20GMT	https://html.designingmedia.com/dezvu/assets/image/sloution-box-bg-img.png	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/sloution-box-bg-img.png	(from https://html.designingmedia.com/dezvu/assets/css/style.css)
13:40:31	42876/42876	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Feb%202022%2015:26:44%20GMT	https://html.designingmedia.com/dezvu/assets/image/help-bg-img.jpg	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/help-bg-img.jpg	(from https://html.designingmedia.com/dezvu/assets/css/style.css)
13:40:31	154848/154848	---M--	200	added ('OK')	image/png	date:Tue,%2022%20Feb%202022%2015:02:02%20GMT	https://html.designingmedia.com/dezvu/assets/image/banner-bg-img.png	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/banner-bg-img.png	(from https://html.designingmedia.com/dezvu/assets/css/style.css)
13:40:31	36868/36868	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Feb%202022%2014:58:38%20GMT	https://html.designingmedia.com/dezvu/assets/image/work-bg-img.jpg	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/work-bg-img.jpg	(from https://html.designingmedia.com/dezvu/assets/css/style.css)
13:40:32	131457/131457	---M--	200	added ('OK')	image/png	date:Mon,%2021%20Feb%202022%2021:34:20%20GMT	https://html.designingmedia.com/dezvu/assets/image/tastimonials-bg-img.png	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/tastimonials-bg-img.png	(from https://html.designingmedia.com/dezvu/assets/css/style.css)
13:40:32	57019/57019	---M--	200	added ('OK')	image/png	date:Mon,%2021%20Feb%202022%2021:32:42%20GMT	https://html.designingmedia.com/dezvu/assets/image/tastimonials-lft-bg-img.png	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/tastimonials-lft-bg-img.png	(from https://html.designingmedia.com/dezvu/assets/css/style.css)
13:40:32	22902/22902	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Feb%202022%2022:46:06%20GMT	https://html.designingmedia.com/dezvu/assets/image/weight-footer-img.jpg	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/weight-footer-img.jpg	(from https://html.designingmedia.com/dezvu/assets/css/style.css)
13:40:33	23079/23079	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Feb%202022%2020:13:30%20GMT	https://html.designingmedia.com/dezvu/assets/image/service-build-img.jpg	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/service-build-img.jpg	(from https://html.designingmedia.com/dezvu/assets/css/style.css)
13:40:33	544842/544842	---M--	200	added ('OK')	image/png	date:Mon,%2021%20Feb%202022%2015:11:38%20GMT	https://html.designingmedia.com/dezvu/assets/image/human-img.png	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/human-img.png	(from https://html.designingmedia.com/dezvu/assets/css/style.css)
13:40:34	19762/19762	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Feb%202022%2020:33:06%20GMT	https://html.designingmedia.com/dezvu/assets/image/experiences-bg-img.jpg	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/experiences-bg-img.jpg	(from https://html.designingmedia.com/dezvu/assets/css/style.css)
13:40:34	109246/109246	---M--	200	added ('OK')	image/png	date:Tue,%2022%20Feb%202022%2022:45:28%20GMT	https://html.designingmedia.com/dezvu/assets/image/generic-banner.png	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/generic-banner.png	(from https://html.designingmedia.com/dezvu/assets/css/style.css)
13:40:34	33368/33368	---M--	200	added ('OK')	image/jpeg	date:Thu,%2024%20Feb%202022%2014:38:56%20GMT	https://html.designingmedia.com/dezvu/assets/image/team-bg-img.jpg	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/team-bg-img.jpg	(from https://html.designingmedia.com/dezvu/assets/css/style.css)
13:40:34	3545/3545	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Feb%202022%2016:28:58%20GMT	https://html.designingmedia.com/dezvu/assets/image/digital-marketing-icon.png	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/digital-marketing-icon.png	(from https://html.designingmedia.com/dezvu/service.html)
13:40:34	3566/3566	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Feb%202022%2016:27:36%20GMT	https://html.designingmedia.com/dezvu/assets/image/marketing-icon.png	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/marketing-icon.png	(from https://html.designingmedia.com/dezvu/service.html)
13:40:35	4307/4307	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Feb%202022%2016:26:40%20GMT	https://html.designingmedia.com/dezvu/assets/image/ads-icon.png	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/ads-icon.png	(from https://html.designingmedia.com/dezvu/service.html)
13:40:35	3680/3680	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Feb%202022%2020:08:06%20GMT	https://html.designingmedia.com/dezvu/assets/image/transforming-icon.png	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/transforming-icon.png	(from https://html.designingmedia.com/dezvu/service.html)
13:40:35	3176/3176	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Feb%202022%2020:24:58%20GMT	https://html.designingmedia.com/dezvu/assets/image/diamond-icon.png	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/diamond-icon.png	(from https://html.designingmedia.com/dezvu/service.html)
13:40:36	4032/4032	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Feb%202022%2020:40:28%20GMT	https://html.designingmedia.com/dezvu/assets/image/strategic-left-icon.png	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/strategic-left-icon.png	(from https://html.designingmedia.com/dezvu/service.html)
13:40:36	474922/474922	---M--	200	added ('OK')	image/png	date:Mon,%2021%20Feb%202022%2022:12:22%20GMT	https://html.designingmedia.com/dezvu/assets/image/human-img2.png	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/human-img2.png	(from https://html.designingmedia.com/dezvu/assets/css/style.css)
13:40:37	3295/3295	---M--	200	added ('OK')	image/png	date:Tue,%2022%20Feb%202022%2023:01:28%20GMT	https://html.designingmedia.com/dezvu/assets/image/file-icon.png	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/file-icon.png	(from https://html.designingmedia.com/dezvu/service.html)
13:40:38	370355/370355	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Feb%202022%2020:19:08%20GMT	https://html.designingmedia.com/dezvu/assets/image/service-build-left-img.png	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/service-build-left-img.png	(from https://html.designingmedia.com/dezvu/service.html)
13:40:38	20133/20133	---M--	200	added ('OK')	text/html	date:Mon,%2028%20Feb%202022%2021:37:10%20GMT	https://html.designingmedia.com/dezvu/team-detail.html	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/team-detail.html	(from https://html.designingmedia.com/dezvu/about.html)
13:40:39	408670/408670	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Feb%202022%2020:37:32%20GMT	https://html.designingmedia.com/dezvu/assets/image/strategic-img.png	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/strategic-img.png	(from https://html.designingmedia.com/dezvu/service.html)
13:40:39	195026/195026	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Feb%202022%2014:43:46%20GMT	https://html.designingmedia.com/dezvu/assets/image/team-img1.png	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/team-img1.png	(from https://html.designingmedia.com/dezvu/about.html)
13:40:39	186916/186916	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Feb%202022%2023:26:20%20GMT	https://html.designingmedia.com/dezvu/assets/image/team-img3.png	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/team-img3.png	(from https://html.designingmedia.com/dezvu/about.html)
13:40:39	3797/3797	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Feb%202022%2014:48:56%20GMT	https://html.designingmedia.com/dezvu/assets/image/price-icon1.png	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/price-icon1.png	(from https://html.designingmedia.com/dezvu/price-plan.html)
13:40:40	3926/3926	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Feb%202022%2015:39:18%20GMT	https://html.designingmedia.com/dezvu/assets/image/price-icon2.png	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/price-icon2.png	(from https://html.designingmedia.com/dezvu/price-plan.html)
13:40:40	3515/3515	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Feb%202022%2015:43:08%20GMT	https://html.designingmedia.com/dezvu/assets/image/price-icon3.png	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/price-icon3.png	(from https://html.designingmedia.com/dezvu/price-plan.html)
13:40:41	27524/27524	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jan%202022%2017:27:02%20GMT	https://html.designingmedia.com/dezvu/assets/image/standard_post_img01.jpg	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/standard_post_img01.jpg	(from https://html.designingmedia.com/dezvu/blog.html)
13:40:41	42503/42503	---M--	200	added ('OK')	text/html	date:Mon,%2028%20Feb%202022%2021:36:54%20GMT	https://html.designingmedia.com/dezvu/single-post.html	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/single-post.html	(from https://html.designingmedia.com/dezvu/blog.html)
13:40:41	244359/244359	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Feb%202022%2023:24:06%20GMT	https://html.designingmedia.com/dezvu/assets/image/team-img2.png	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/team-img2.png	(from https://html.designingmedia.com/dezvu/about.html)
13:40:41	55787/55787	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jan%202022%2017:27:20%20GMT	https://html.designingmedia.com/dezvu/assets/image/standard_post_img02.jpg	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/standard_post_img02.jpg	(from https://html.designingmedia.com/dezvu/blog.html)
13:40:42	53903/53903	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jan%202022%2017:27:26%20GMT	https://html.designingmedia.com/dezvu/assets/image/standard_post_img03.jpg	C:/My%20Web%20Sites/METROCALIB/html.designingmedia.com/dezvu/assets/image/standard_post_img03.jpg	(from https://html.designingmedia.com/dezvu/blog.html)
